CustomerID,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,BalancePerProduct,AgeBand,TenureBand,ActivityLevel,SalaryPerProduct,BalanceToSalaryRatio,HighValueCustomer,CustomerRiskScore,HasZeroBalance,IsSingleProduct,LogBalance,LogSalary
CUST0161,male,48,4,169065.33,3,1,0,24810.99,0,42266.3325,40-49,Medium (3-5 years),Medium,6202.7475,6.813856123591859,1,0.3,0,0,12.03804640211014,10.119082283062136
CUST0162,male,52,2,0.0,4,1,0,72583.11,1,0.0,50-59,New (0-2 years),Medium,14516.622,0.0,0,0.6,1,0,0.0,11.192501306333822
CUST0163,female,66,4,0.0,1,1,0,135177.11,1,0.0,60+,Medium (3-5 years),Medium,67588.555,0.0,1,0.5,1,1,0.0,11.814348521198417
CUST0164,male,19,7,92926.63,2,0,0,44111.48,1,30975.543333333335,18-29,Long (6+ years),Low,14703.826666666668,2.106583669746067,0,0.5,0,0,11.439576297159352,10.694498014597194
CUST0165,male,49,3,14935.91,4,0,1,31510.64,1,2987.182,40-49,Medium (3-5 years),Medium,6302.128,0.4739807258524152,0,0.0,0,0,9.611590609985853,10.35811228036614
CUST0166,female,61,9,116570.68,3,0,1,31920.91,0,29142.67,60+,Long (6+ years),Medium,7980.2275,3.6517451493347357,1,0.0,0,0,11.66626164175135,10.37104788686631
CUST0167,female,37,5,0.0,3,0,1,58610.37,0,0.0,30-39,Medium (3-5 years),Medium,14652.5925,0.0,0,0.0,1,0,0.0,10.978683984047995
CUST0168,male,35,5,0.0,1,1,0,75610.51,1,0.0,30-39,Medium (3-5 years),Medium,37805.255,0.0,0,0.5,1,1,0.0,11.23336379925622
CUST0169,male,41,4,44432.52,1,0,0,31623.43,1,22216.26,40-49,Medium (3-5 years),Low,15811.715,1.4050061929969961,0,0.5,0,1,10.701749418540128,10.361685202151977
CUST0170,female,63,8,0.0,2,0,0,148851.92,1,0.0,60+,Long (6+ years),Low,49617.30666666667,0.0,1,0.3,1,0,0.0,11.910713983315668
CUST0171,male,37,6,0.0,2,1,0,42948.64,1,0.0,30-39,Long (6+ years),Medium,14316.213333333333,0.0,0,0.3,1,0,0.0,10.667783545537926
CUST0172,female,66,10,156137.31,1,0,1,145983.34,0,78068.655,60+,Long (6+ years),Medium,72991.67,1.0695483501860543,1,0.2,0,1,11.958497495995879,11.891254634663706
CUST0173,female,52,4,0.0,3,1,0,118571.0,0,0.0,50-59,Medium (3-5 years),Medium,29642.75,0.0,1,0.3,1,0,0.0,11.683275649982964
CUST0174,male,41,3,163350.79,1,1,0,89806.67,1,81675.395,40-49,Medium (3-5 years),Medium,44903.335,1.818895758012651,1,0.5,0,1,12.00366137503468,11.405425662669618
CUST0175,male,31,5,0.0,4,0,0,36836.94,0,0.0,30-39,Medium (3-5 years),Low,7367.388000000001,0.0,0,0.5,1,0,0.0,10.514283571324803
CUST0176,male,42,2,0.0,3,1,0,91611.46,1,0.0,40-49,New (0-2 years),Medium,22902.865,0.0,0,0.6,1,0,0.0,11.42532256761237
CUST0177,female,41,6,6708.0,4,1,1,30536.01,1,1341.6,40-49,Long (6+ years),High,6107.201999999999,0.21966787187088718,0,0.0,0,0,8.811205187562887,10.326694669591987
CUST0178,female,30,5,198303.59,4,0,1,87090.27,0,39660.718,30-39,Medium (3-5 years),Medium,17418.054,2.2769628919178695,1,0.2,0,0,12.197559460987359,11.374711928196145
CUST0179,female,20,8,132760.29,3,0,0,115408.29,1,33190.0725,18-29,Long (6+ years),Low,28852.0725,1.1503431829448048,1,0.5,0,0,11.796307982568866,11.656240132415629
CUST0180,female,33,8,0.0,3,1,0,63421.15,1,0.0,30-39,Long (6+ years),Medium,15855.2875,0.0,0,0.5,1,0,0.0,11.057568448495322
CUST0181,female,70,10,0.0,2,1,0,134612.83,0,0.0,60+,Long (6+ years),Medium,44870.94333333333,0.0,1,0.3,1,0,0.0,11.810165439800047
CUST0182,male,68,7,2023.89,3,0,1,138131.17,1,505.9725,60+,Long (6+ years),Medium,34532.7925,0.01465183671551674,1,0.0,0,0,7.613270657077547,11.835966259409165
CUST0183,male,19,7,0.0,2,0,0,92779.76,1,0.0,18-29,Long (6+ years),Low,30926.586666666666,0.0,0,0.5,1,0,0.0,11.43799456969275
CUST0184,male,51,8,163917.2,2,0,1,22395.6,0,54639.06666666667,50-59,Long (6+ years),Medium,7465.2,7.318843038675515,1,0.0,0,0,12.007122801886165,10.016664440608228
CUST0185,female,51,5,21399.44,4,1,1,28818.82,0,4279.888,50-59,Medium (3-5 years),High,5763.764,0.742525109455923,0,0.0,0,0,9.971166761546238,10.268818623871274
CUST0186,female,34,6,142005.83,1,1,1,29710.27,0,71002.915,30-39,Long (6+ years),High,14855.135,4.779527431846568,1,0.4,0,1,11.863630434018248,10.299281714093029
CUST0187,male,31,4,129867.16,1,1,0,28531.4,0,64933.58,30-39,Medium (3-5 years),Medium,14265.7,4.5515680419452975,1,0.7,0,1,11.7742750609896,10.258795562646357
CUST0188,male,64,20,0.0,2,1,1,80910.12,0,0.0,60+,Long (6+ years),High,26970.039999999997,0.0,0,0.0,1,0,0.0,11.301106547247173
CUST0189,male,52,9,0.0,1,0,0,48700.05,1,0.0,50-59,Long (6+ years),Low,24350.025,0.0,0,0.5,1,1,0.0,10.793455869413204
CUST0190,male,31,4,0.0,3,0,1,39637.53,0,0.0,30-39,Medium (3-5 years),Medium,9909.3825,0.0,0,0.2,1,0,0.0,10.58755690400252
CUST0191,female,38,5,128066.66,3,0,0,147917.09,0,32016.665,30-39,Medium (3-5 years),Low,36979.2725,0.8657944406934946,1,0.3,0,0,11.76031399699529,11.904413953592568
CUST0192,male,55,2,43407.84,1,0,1,67908.42,0,21703.92,50-59,New (0-2 years),Medium,33954.21,0.6392020429566325,0,0.5,0,1,10.678418385983134,11.125930037355712
CUST0193,female,33,8,0.0,1,0,0,39975.54,1,0.0,30-39,Long (6+ years),Low,19987.77,0.0,0,0.7,1,1,0.0,10.59604806103767
CUST0194,male,67,4,0.0,4,1,0,138538.68,0,0.0,60+,Medium (3-5 years),Medium,27707.735999999997,0.0,1,0.3,1,0,0.0,11.838912061771705
CUST0195,female,37,9,0.0,1,1,1,52180.19,1,0.0,30-39,Long (6+ years),High,26090.095,0.0,0,0.2,1,1,0.0,10.862477364103345
CUST0196,female,65,9,33004.27,2,0,0,96734.31,1,11001.423333333332,60+,Long (6+ years),Low,32244.77,0.34118120880576075,0,0.3,0,0,10.40442252466811,11.479733764738661
CUST0197,male,30,1,3312.49,2,1,1,82392.05,0,1104.1633333333332,30-39,New (0-2 years),High,27464.016666666666,0.040203512310807765,0,0.5,0,0,8.105757293566883,11.319256367680158
CUST0198,male,49,9,172164.36,1,1,0,82465.9,1,86082.18,40-49,Long (6+ years),Medium,41232.95,2.0876783291235634,1,0.5,0,1,12.056210689299906,11.320152279694442
CUST0199,female,34,9,0.0,4,1,1,47345.45,1,0.0,30-39,Long (6+ years),High,9469.09,0.0,0,0.2,1,0,0.0,10.765247122202718
CUST0200,male,57,2,65965.8,1,0,0,65581.5,1,32982.9,50-59,New (0-2 years),Low,32790.75,1.005844546944688,0,0.8,0,1,11.096906864143344,11.091064171050506
CUST0201,male,69,10,79987.73,2,0,1,109630.45,0,26662.576666666664,60+,Long (6+ years),Medium,36543.48333333333,0.7296056925270987,0,0.0,0,0,11.289641028732204,11.604879564887787
CUST0202,male,51,10,0.0,4,0,0,111841.84,1,0.0,50-59,Long (6+ years),Low,22368.368,0.0,0,0.3,1,0,0.0,11.6248499505644
CUST0203,male,23,9,11342.29,1,1,1,133225.99,0,5671.145,18-29,Long (6+ years),High,66612.995,0.08513507660872621,1,0.4,0,1,9.336381658660862,11.799809644189848
CUST0204,male,37,7,132503.2,4,1,1,121898.23,0,26500.640000000003,30-39,Long (6+ years),High,24379.646,1.0869896389009186,1,0.0,0,0,11.794369622019246,11.71094999879642
CUST0205,male,58,10,88282.84,2,1,0,104538.24,1,29427.61333333333,50-59,Long (6+ years),Medium,34846.08,0.8444947562274223,0,0.3,0,0,11.388312357385697,11.557317782295968
CUST0206,female,68,10,66474.47,4,0,1,133338.26,0,13294.894,60+,Long (6+ years),Medium,26667.652000000002,0.4985363650585731,1,0.0,0,0,11.104588286413417,11.800651986434138
CUST0207,female,49,3,33172.84,2,0,1,63200.9,0,11057.613333333333,40-49,Medium (3-5 years),Medium,21066.966666666667,0.5248709295131949,0,0.0,0,0,10.409516892500157,11.054089642974196
CUST0208,female,20,10,0.0,1,1,0,46465.18,1,0.0,18-29,Long (6+ years),Medium,23232.59,0.0,0,0.7,1,1,0.0,10.746480015127927
CUST0209,male,66,5,0.0,4,1,0,64971.55,1,0.0,60+,Medium (3-5 years),Medium,12994.310000000001,0.0,0,0.3,1,0,0.0,11.08172015198846
CUST0210,female,37,8,0.0,4,0,1,23821.28,1,0.0,30-39,Long (6+ years),Medium,4764.255999999999,0.0,0,0.0,1,0,0.0,10.078376556212758
CUST0211,male,53,2,119946.99,2,0,1,148977.33,0,39982.33,50-59,New (0-2 years),Medium,49659.10999999999,0.8051304508514763,1,0.3,0,0,11.694813511145364,11.911556138109109
CUST0212,male,29,3,124970.35,1,0,0,37103.8,0,62485.175,18-29,Medium (3-5 years),Low,18551.9,3.3680372889760894,1,0.7,0,1,11.735839790014104,10.521501620280558
CUST0213,female,65,7,126875.57,2,1,0,73694.05,1,42291.85666666667,60+,Long (6+ years),Medium,24564.683333333334,1.721629471721642,1,0.3,0,0,11.750970003085863,11.20769091174271
CUST0214,male,58,6,0.0,2,1,0,66700.34,1,0.0,50-59,Long (6+ years),Medium,22233.446666666667,0.0,0,0.3,1,0,0.0,11.107980321656937
CUST0215,female,23,1,0.0,4,1,0,105375.77,1,0.0,18-29,New (0-2 years),Medium,21075.154000000002,0.0,0,0.8,1,0,0.0,11.56529749231611
CUST0216,female,57,8,0.0,3,0,0,134882.26,1,0.0,50-59,Long (6+ years),Low,33720.565,0.0,1,0.3,1,0,0.0,11.812164942575867
CUST0217,female,33,10,90306.74,2,0,0,78426.4,1,30102.24666666667,30-39,Long (6+ years),Low,26142.13333333333,1.151469256917863,0,0.5,0,0,11.41097845001753,11.269928635077084
CUST0218,female,29,1,51253.03,4,1,0,98719.96,1,10250.606,18-29,New (0-2 years),Medium,19743.992000000002,0.5191707009332162,0,0.8,0,0,10.844549528055493,11.50005256356519
CUST0219,female,29,5,156576.28,4,1,1,132348.1,0,31315.256,18-29,Medium (3-5 years),High,26469.620000000003,1.1830551171107322,1,0.2,0,0,11.961304968999233,11.793198407481011
CUST0221,male,52,6,0.0,1,0,0,96007.19,1,0.0,50-59,Long (6+ years),Low,48003.595,0.0,0,0.5,1,1,0.0,11.472188779311068
CUST0222,male,37,5,0.0,3,1,1,62006.99,0,0.0,30-39,Medium (3-5 years),High,15501.7475,0.0,0,0.0,1,0,0.0,11.03501852669182
CUST0223,female,56,8,103603.61,3,1,1,38154.66,1,25900.9025,50-59,Long (6+ years),High,9538.665,2.7152881119079053,0,0.0,0,0,11.548337105887008,10.549429387438103
CUST0224,male,62,4,141231.47,4,0,0,146088.57,0,28246.294,60+,Medium (3-5 years),Low,29217.714,0.9667457437242097,1,0.3,0,0,11.858162535112186,11.891975205731168
CUST0225,male,25,6,173760.31,3,1,0,128954.99,0,43440.0775,18-29,Long (6+ years),Medium,32238.7475,1.3474388432828905,1,0.5,0,0,12.065437854833727,11.767226462343848
CUST0226,male,27,2,49585.31,4,0,1,119907.52,1,9917.062,18-29,New (0-2 years),Medium,23981.504,0.4135261614437406,1,0.5,0,0,10.811470066551266,11.694484397707033
CUST0227,female,42,4,0.0,3,1,1,71202.37,0,0.0,40-49,Medium (3-5 years),High,17800.5925,0.0,0,0.0,1,0,0.0,11.173295427740642
CUST0228,male,43,2,199883.33,3,0,0,72898.03,0,49970.8325,40-49,New (0-2 years),Low,18224.5075,2.7419202971562173,1,0.6,0,0,12.2054941282213,11.196830612009734
CUST0229,male,26,5,0.0,3,1,1,72538.24,0,0.0,18-29,Medium (3-5 years),High,18134.56,0.0,0,0.2,1,0,0.0,11.191882935803791
CUST0230,female,55,3,161761.34,1,0,0,76625.83,0,80880.67,50-59,Medium (3-5 years),Low,38312.915,2.111027429948492,1,0.5,0,1,11.99388350002504,11.24670255549819
CUST0231,male,41,6,0.0,3,0,1,99278.13,0,0.0,40-49,Long (6+ years),Medium,24819.5325,0.0,0,0.0,1,0,0.0,11.505690656745815
CUST0232,male,36,9,119700.61,1,0,1,21906.72,0,59850.305,30-39,Long (6+ years),Medium,10953.36,5.463855207205496,1,0.2,0,1,11.692757341748008,9.994594365102566
CUST0233,male,25,10,0.0,3,0,1,143692.21,0,0.0,18-29,Long (6+ years),Medium,35923.0525,0.0,1,0.2,1,0,0.0,11.875435819732928
CUST0234,male,45,5,0.0,4,0,1,88461.09,0,0.0,40-49,Medium (3-5 years),Medium,17692.218,0.0,0,0.0,1,0,0.0,11.390329377641068
CUST0235,male,53,7,162784.16,4,0,0,22370.24,1,32556.832000000002,50-59,Long (6+ years),Low,4474.048000000001,7.276492496616191,1,0.3,0,0,12.000186573604571,10.015531484329227
CUST0236,male,33,5,0.0,4,0,0,27834.76,0,0.0,30-39,Medium (3-5 years),Low,5566.951999999999,0.0,0,0.5,1,0,0.0,10.234076803999134
CUST0237,male,39,3,0.0,4,1,0,57033.48,1,0.0,30-39,Medium (3-5 years),Medium,11406.696,0.0,0,0.3,1,0,0.0,10.951411276211704
CUST0238,female,64,3,116605.48,4,1,1,71987.68,0,23321.095999999998,60+,Medium (3-5 years),High,14397.535999999998,1.6197752202151783,1,0.0,0,0,11.666560125968383,11.18426416341526
CUST0239,male,43,9,0.0,3,1,1,123971.54,1,0.0,40-49,Long (6+ years),High,30992.885,0.0,1,0.0,1,0,0.0,11.727815368450242
CUST0240,male,66,10,37860.46,4,1,1,31315.07,0,7572.092,60+,Long (6+ years),High,6263.014,1.208978648981178,0,0.0,0,0,10.541688987147086,10.351886663304397
CUST0241,male,61,8,0.0,3,0,0,102938.08,1,0.0,60+,Long (6+ years),Low,25734.52,0.0,0,0.3,1,0,0.0,11.541892635921812
CUST0242,male,45,9,0.0,2,1,1,66900.43,0,0.0,40-49,Long (6+ years),High,22300.14333333333,0.0,0,0.0,1,0,0.0,11.11097562107472
CUST0243,female,41,1,0.0,4,1,1,126939.86,0,0.0,40-49,New (0-2 years),High,25387.972,0.0,1,0.3,1,0,0.0,11.751476587691775
CUST0244,female,27,9,20011.53,2,0,0,96259.1,1,6670.509999999999,18-29,Long (6+ years),Low,32086.36666666667,0.2078901850299345,0,0.5,0,0,9.904113856366932,11.474809181709666
CUST0245,female,52,2,0.0,1,1,1,60595.33,1,0.0,50-59,New (0-2 years),High,30297.665,0.0,0,0.5,1,1,0.0,11.011989609167406
CUST0246,male,24,10,0.0,1,0,1,38430.67,1,0.0,18-29,Long (6+ years),Medium,19215.335,0.0,0,0.4,1,1,0.0,10.556637138248341
CUST0247,female,24,5,135492.41,2,0,0,114187.19,1,45164.136666666665,18-29,Medium (3-5 years),Low,38062.39666666667,1.1865711331443296,1,0.5,0,0,11.816678283432841,11.645603155795046
CUST0248,male,41,3,121040.66,2,1,0,120440.95,1,40346.886666666665,40-49,Medium (3-5 years),Medium,40146.98333333333,1.0049709424332636,1,0.3,0,0,11.70389006284275,11.698923173098944
CUST0249,female,54,1,0.0,4,0,0,64662.86,0,0.0,50-59,New (0-2 years),Low,12932.572,0.0,0,0.6,1,0,0.0,11.076957746373603
CUST0250,female,30,1,166540.76,1,1,0,103221.87,1,83270.38,30-39,New (0-2 years),Medium,51610.935,1.6134095089586253,1,1.0,0,1,12.023001367765673,11.544645716005189
CUST0251,male,25,2,136346.25,1,1,0,44742.23,1,68173.125,18-29,New (0-2 years),Medium,22371.115,3.047304586638023,1,1.0,0,1,11.82296021938681,10.708695427342084
CUST0252,female,61,2,0.0,2,0,1,63364.04,0,0.0,60+,New (0-2 years),Medium,21121.346666666668,0.0,0,0.3,1,0,0.0,11.05666756877928
CUST0253,female,53,5,0.0,3,0,0,89657.6,1,0.0,50-59,Medium (3-5 years),Low,22414.4,0.0,0,0.3,1,0,0.0,11.40376440304369
CUST0254,female,33,1,60869.77,4,0,1,69728.42,0,12173.954,30-39,New (0-2 years),Medium,13945.684,0.8729424395040142,0,0.5,0,0,11.016508371317604,11.152377602383245
CUST0255,male,68,8,4985.24,4,1,1,51675.37,0,997.048,60+,Long (6+ years),High,10335.074,0.09647039836582948,0,0.0,0,0,8.514437397702439,10.852755896051463
CUST0256,male,37,6,52152.41,3,1,0,99103.23,1,13038.1025,30-39,Long (6+ years),Medium,24775.8075,0.5262379819711026,0,0.3,0,0,10.861944846594168,11.503927403564553
CUST0257,female,69,2,13558.7,1,0,1,64417.69,1,6779.35,60+,New (0-2 years),Medium,32208.845,0.21047773557642976,0,0.5,0,1,9.514857437355845,11.073159087378828
CUST0258,male,19,9,0.0,3,1,1,78136.33,0,0.0,18-29,Long (6+ years),High,19534.0825,0.0,0,0.2,1,0,0.0,11.266223198585806
CUST0259,male,23,3,0.0,2,1,0,70835.56,1,0.0,18-29,Medium (3-5 years),Medium,23611.853333333333,0.0,0,0.5,1,0,0.0,11.168130530582172
CUST0260,male,66,10,0.0,3,1,0,89222.56,0,0.0,60+,Long (6+ years),Medium,22305.64,0.0,0,0.3,1,0,0.0,11.398900409253624
CUST0261,female,20,7,0.0,3,0,0,42558.19,1,0.0,18-29,Long (6+ years),Low,10639.5475,0.0,0,0.5,1,0,0.0,10.658651091879529
CUST0262,male,35,4,115035.24,1,1,0,82316.08,1,57517.62,30-39,Medium (3-5 years),Medium,41158.04,1.397465021839939,1,0.5,0,1,11.653002488137004,11.318333898547419
CUST0263,female,48,1,121644.33,2,0,1,85333.59,0,40548.11,40-49,New (0-2 years),Medium,28444.53,1.4254984994947537,1,0.3,0,0,11.708864958654413,11.354335161247654
CUST0264,male,42,5,0.0,2,1,0,50231.68,1,0.0,40-49,Medium (3-5 years),Medium,16743.893333333333,0.0,0,0.3,1,0,0.0,10.82442108988977
CUST0265,male,29,4,88462.83,3,1,1,48084.96,0,22115.7075,18-29,Medium (3-5 years),High,12021.24,1.839681062829982,0,0.2,0,0,11.39034904689021,10.78074552159323
CUST0266,female,40,3,0.0,3,1,1,47528.2,0,0.0,40-49,Medium (3-5 years),High,11882.05,0.0,0,0.0,1,0,0.0,10.769099537991547
CUST0267,female,67,8,0.0,3,0,0,29701.88,1,0.0,60+,Long (6+ years),Low,7425.47,0.0,0,0.3,1,0,0.0,10.298999289786504
CUST0268,male,63,3,36375.51,4,0,1,102314.65,0,7275.102000000001,60+,Medium (3-5 years),Medium,20462.93,0.3555224445136204,0,0.0,0,0,10.501678515639684,11.535817921666428
CUST0269,female,54,7,0.0,4,1,1,130242.07,0,0.0,50-59,Long (6+ years),High,26048.414,0.0,1,0.0,1,0,0.0,11.777157752825877
CUST0270,female,54,4,81554.89,1,0,0,88315.6,0,40777.445,50-59,Medium (3-5 years),Low,44157.8,0.9234378361485835,0,0.5,0,1,11.309043831069463,11.388683364393106
CUST0271,male,24,5,0.0,2,0,1,37394.49,0,0.0,18-29,Medium (3-5 years),Medium,12464.83,0.0,0,0.2,1,0,0.0,10.529305387895983
CUST0272,female,55,5,152297.67,4,0,0,47976.24,1,30459.534000000003,50-59,Medium (3-5 years),Low,9595.248,3.174373307009741,1,0.3,0,0,11.933598806080841,10.778482010770798
CUST0273,male,67,5,0.0,1,1,1,68283.11,1,0.0,60+,Medium (3-5 years),High,34141.555,0.0,0,0.2,1,1,0.0,11.131432368418448
CUST0274,male,28,5,0.0,1,1,1,39506.33,1,0.0,18-29,Medium (3-5 years),High,19753.165,0.0,0,0.4,1,1,0.0,10.584241503293555
CUST0275,female,35,8,0.0,4,0,1,71011.18,0,0.0,30-39,Long (6+ years),Medium,14202.235999999999,0.0,0,0.0,1,0,0.0,11.170606690606329
CUST0276,male,66,9,21327.76,1,0,0,125154.85,1,10663.88,60+,Long (6+ years),Low,62577.425,0.17040961329414483,1,0.5,0,1,9.967811675692094,11.737315039674769
CUST0277,male,50,10,186133.46,4,1,0,83351.0,1,37226.691999999995,50-59,Long (6+ years),Medium,16670.2,2.233101305307611,1,0.3,0,0,12.134224594752467,11.33082788309202
CUST0278,male,25,6,0.0,1,1,0,87393.04,1,0.0,18-29,Long (6+ years),Medium,43696.52,0.0,0,0.7,1,1,0.0,11.378182367098752
CUST0279,female,49,1,89211.34,1,1,0,117006.94,0,44605.67,40-49,New (0-2 years),Medium,58503.47,0.762438343927771,1,0.8,0,1,11.398774649807068,11.669997074725151
CUST0280,female,68,8,0.0,1,1,0,70387.38,1,0.0,60+,Long (6+ years),Medium,35193.69,0.0,0,0.5,1,1,0.0,11.161783471704576
CUST0281,male,53,4,0.0,3,1,0,42634.21,1,0.0,50-59,Medium (3-5 years),Medium,10658.5525,0.0,0,0.3,1,0,0.0,10.660435716694687
CUST0282,female,47,6,153110.16,2,1,0,30682.32,0,51036.72,40-49,Long (6+ years),Medium,10227.44,4.9900128147801475,1,0.3,0,0,11.938919472522809,10.331474463446577
CUST0283,male,48,8,0.0,1,1,0,46739.34,1,0.0,40-49,Long (6+ years),Medium,23369.67,0.0,0,0.5,1,1,0.0,10.75236288234966
CUST0284,female,21,9,129136.95,3,1,0,145903.54,0,32284.2375,18-29,Long (6+ years),Medium,36475.885,0.8850783532849629,1,0.5,0,0,11.768636491809456,11.89070785123031
CUST0285,female,29,8,0.0,1,1,0,87699.86,1,0.0,18-29,Long (6+ years),Medium,43849.93,0.0,0,0.7,1,1,0.0,11.38168698446955
CUST0286,female,51,10,68315.23,2,0,0,68381.71,1,22771.743333333332,50-59,Long (6+ years),Low,22793.903333333335,0.9990132008515017,0,0.3,0,0,11.131902645441068,11.132875293879177
CUST0287,male,42,2,188672.09,4,0,1,45671.16,0,37734.418,40-49,New (0-2 years),Medium,9134.232,4.131008693260839,1,0.3,0,0,12.147771113874056,10.729244200878457
CUST0288,male,38,3,134619.53,3,0,0,53596.11,0,33654.8825,30-39,Medium (3-5 years),Low,13399.0275,2.5116938208048905,1,0.3,0,0,11.810215210564827,10.889250427694822
CUST0289,female,38,5,195701.06,4,1,0,43477.3,1,39140.212,30-39,Medium (3-5 years),Medium,8695.460000000001,4.5011203289917034,1,0.3,0,0,12.184348679644556,10.680017242034719
CUST0290,female,39,6,196949.28,4,0,0,41425.93,1,39389.856,30-39,Long (6+ years),Low,8285.186,4.754136500097883,1,0.3,0,0,12.19070659007867,10.631686431432769
CUST0291,male,32,4,0.0,3,0,0,129291.39,0,0.0,30-39,Medium (3-5 years),Low,32322.8475,0.0,1,0.5,1,0,0.0,11.769831707652807
CUST0292,male,60,5,118479.19,3,0,1,93452.86,0,29619.7975,60+,Medium (3-5 years),Medium,23363.215,1.2677827325698479,1,0.0,0,0,11.682501052586579,11.445223117541628
CUST0293,female,56,9,0.0,4,1,1,21213.11,1,0.0,50-59,Long (6+ years),High,4242.622,0.0,0,0.0,1,0,0.0,9.962421805306992
CUST0294,male,22,3,198370.18,3,1,1,124009.23,0,49592.545,18-29,Medium (3-5 years),High,31002.3075,1.5996275468564165,1,0.2,0,0,12.197895201184576,11.728119341184236
CUST0295,female,27,5,0.0,3,0,1,66199.99,0,0.0,18-29,Medium (3-5 years),Medium,16549.9975,0.0,0,0.2,1,0,0.0,11.10045069649606
CUST0296,male,69,4,2040.69,2,1,1,116945.39,0,680.23,60+,Medium (3-5 years),High,38981.79666666667,0.01744979045526758,1,0.0,0,0,7.621533175250941,11.66947090364364
CUST0297,female,51,5,0.0,4,0,0,59728.55,0,0.0,50-59,Medium (3-5 years),Low,11945.710000000001,0.0,0,0.3,1,0,0.0,10.99758215179541
CUST0298,female,54,10,0.0,4,1,1,135205.45,0,0.0,50-59,Long (6+ years),High,27041.090000000004,0.0,1,0.0,1,0,0.0,11.814558148553646
CUST0299,male,54,6,83111.75,3,0,1,100546.61,0,20777.9375,50-59,Long (6+ years),Medium,25136.6525,0.826591004997533,0,0.0,0,0,11.32795339867731,11.518386625649285
CUST0300,male,62,20,0.0,4,0,1,114042.62,1,0.0,60+,Long (6+ years),Medium,22808.523999999998,0.0,0,0.0,1,0,0.0,11.644336285770786
CUST0301,male,69,4,11507.99,2,1,1,98278.93,1,3835.9966666666664,60+,Medium (3-5 years),High,32759.64333333333,0.11709399874419936,0,0.0,0,0,9.350883748082893,11.495575114384149
CUST0302,male,36,1,0.0,2,1,0,116970.28,0,0.0,30-39,New (0-2 years),Medium,38990.09333333333,0.0,1,0.6,1,0,0.0,11.66968371356171
CUST0303,male,70,4,103936.54,1,1,1,62665.06,0,51968.27,60+,Medium (3-5 years),High,31332.53,1.6585778649559266,0,0.2,0,1,11.551545420781872,11.045575272246053
CUST0304,female,35,4,13445.9,3,0,0,115370.06,1,3361.475,30-39,Medium (3-5 years),Low,28842.515,0.1165448250193766,0,0.3,0,0,9.506503875193259,11.655908821709586
CUST0305,male,50,1,127873.1,4,0,0,109168.47,0,25574.620000000003,50-59,New (0-2 years),Low,21833.694,1.1713265622705689,1,0.6,0,0,11.758801465105993,11.600656724448937
CUST0306,female,28,7,114802.58,1,0,1,67090.61,1,57401.29,18-29,Long (6+ years),Medium,33545.305,1.711131689938578,1,0.4,0,1,11.650977947050361,11.11381427788414
CUST0307,male,30,1,117576.22,1,1,0,140850.2,0,58788.11,30-39,New (0-2 years),Medium,70425.1,0.8347548334696473,1,1.0,0,1,11.674850588199952,11.855459292970037
CUST0308,male,36,10,170692.88,3,0,0,80025.27,1,42673.22,30-39,Long (6+ years),Low,20006.3175,2.132960589066565,1,0.3,0,0,12.047627055767236,11.290110234752749
CUST0309,female,38,10,187533.31,2,1,1,26479.46,0,62511.10333333333,30-39,Long (6+ years),High,8826.486666666666,7.08195061566151,1,0.0,0,0,12.141717094319251,10.184162381501269
CUST0310,female,52,1,156262.4,2,0,1,49279.08,0,52087.46666666667,50-59,New (0-2 years),Medium,16426.36,3.170903943337754,1,0.3,0,0,11.95929832392147,10.805275221582708
CUST0311,male,48,4,131734.08,1,1,1,27417.11,0,65867.04,40-49,Medium (3-5 years),High,13708.555,4.804637518778646,1,0.2,0,1,11.78854821520915,10.218959022950742
CUST0312,female,45,7,50148.78,2,1,1,55353.46,0,16716.26,40-49,Long (6+ years),High,18451.153333333332,0.9059573519459859,0,0.0,0,0,10.822769406540978,10.921512513029654
CUST0313,male,59,9,155565.4,1,0,1,24369.77,1,77782.7,50-59,Long (6+ years),Medium,12184.885,6.3832780006540615,1,0.2,0,1,11.954827929105054,10.101139742344968
CUST0314,male,60,9,69838.17,1,0,0,31235.2,1,34919.085,60+,Long (6+ years),Low,15617.6,2.2358087731542247,0,0.5,0,1,11.153950306135878,10.349332957630553
CUST0315,male,49,0,110115.8,3,1,0,71148.22,0,27528.95,40-49,New (0-2 years),Medium,17787.055,1.5476740293147275,0,0.6,0,0,11.60929689962618,11.172534640703164
CUST0316,female,31,9,0.0,2,0,0,114270.24,1,0.0,30-39,Long (6+ years),Low,38090.08,0.0,0,0.5,1,0,0.0,11.646330199573963
CUST0317,female,66,3,0.0,4,1,0,43792.01,1,0.0,60+,Medium (3-5 years),Medium,8758.402,0.0,0,0.3,1,0,0.0,10.687229494587756
CUST0318,male,70,4,0.0,3,1,0,90863.72,0,0.0,60+,Medium (3-5 years),Medium,22715.93,0.0,0,0.3,1,0,0.0,11.41712708601609
CUST0319,male,51,10,0.0,2,0,0,99677.02,1,0.0,50-59,Long (6+ years),Low,33225.67333333333,0.0,0,0.3,1,0,0.0,11.509700470260594
